"Series Id,Year,Period,Value"
"CUUR0000SETB,2010,M11,245.165"
"CUUR0000SETB,2010,M12,256.025"
"CUUS0000SETB,2010,S01,237.632"
"CUUS0000SETB,2010,S02,240.724"
"CUUR0000SETB,2011,M01,265.703"
"CUUR0000SETB,2011,M02,271.843"
"CUUR0000SETB,2011,M03,303.565"
"CUUR0000SETB,2011,M04,326.024"
"CUUR0000SETB,2011,M05,337.359"
"CUUR0000SETB,2011,M06,318.242"
"CUUR0000SETB,2011,M07,313.488"
"CUUR0000SETB,2011,M08,311.962"
"CUUR0000SETB,2011,M09,309.745"
"CUUR0000SETB,2011,M10,296.944"
"CUUR0000SETB,2011,M11,294.049"
"CUUR0000SETB,2011,M12,282.501"
"CUUS0000SETB,2011,S01,303.789"
"CUUS0000SETB,2011,S02,301.448"
"CUUR0000SETB,2012,M01,292.236"
"CUUR0000SETB,2012,M02,306.348"
"CUUR0000SETB,2012,M03,330.834"
"CUUR0000SETB,2012,M04,336.673"
"CUUR0000SETB,2012,M05,324.589"
"CUUR0000SETB,2012,M06,304.697"
"CUUR0000SETB,2012,M07,296.502"
"CUUR0000SETB,2012,M08,317.798"
"CUUR0000SETB,2012,M09,330.923"
"CUUR0000SETB,2012,M10,324.131"
"CUUR0000SETB,2012,M11,299.777"
"CUUR0000SETB,2012,M12,287.408"
"CUUS0000SETB,2012,S01,315.896"
"CUUS0000SETB,2012,S02,309.423"
"CUUR0000SETB,2013,M01,288.108"
"CUUR0000SETB,2013,M02,316.580"
"CUUR0000SETB,2013,M03,320.739"
"CUUR0000SETB,2013,M04,309.048"
"CUUR0000SETB,2013,M05,311.326"
"CUUR0000SETB,2013,M06,313.058"
"CUUR0000SETB,2013,M07,311.757"
"CUUR0000SETB,2013,M08,310.351"
"CUUR0000SETB,2013,M09,306.547"
"CUUR0000SETB,2013,M10,291.812"
"CUUR0000SETB,2013,M11,282.423"
"CUUR0000SETB,2013,M12,284.445"
"CUUS0000SETB,2013,S01,309.810"
"CUUS0000SETB,2013,S02,297.889"
"CUUR0000SETB,2014,M01,288.268"
"CUUR0000SETB,2014,M02,291.512"
"CUUR0000SETB,2014,M03,306.059"
"CUUR0000SETB,2014,M04,316.782"
"CUUR0000SETB,2014,M05,318.840"
"CUUR0000SETB,2014,M06,319.692"
"CUUR0000SETB,2014,M07,314.901"
"CUUR0000SETB,2014,M08,302.101"
"CUUR0000SETB,2014,M09,295.716"
"CUUR0000SETB,2014,M10,277.290"
"CUUR0000SETB,2014,M11,252.897"
"CUUR0000SETB,2014,M12,225.165"
"CUUS0000SETB,2014,S01,306.859"
"CUUS0000SETB,2014,S02,278.012"
"CUUR0000SETB,2015,M01,186.763"
"CUUR0000SETB,2015,M02,196.272"
"CUUR0000SETB,2015,M03,216.691"
"CUUR0000SETB,2015,M04,216.595"
"CUUR0000SETB,2015,M05,239.141"
"CUUR0000SETB,2015,M06,245.147"
"CUUR0000SETB,2015,M07,244.584"
"CUUR0000SETB,2015,M08,231.305"
"CUUR0000SETB,2015,M09,208.121"
"CUUR0000SETB,2015,M10,199.996"
"CUUR0000SETB,2015,M11,191.680"
"CUUR0000SETB,2015,M12,180.452"
"CUUS0000SETB,2015,S01,216.768"
"CUUS0000SETB,2015,S02,209.356"
"CUUR0000SETB,2016,M01,172.378"
"CUUR0000SETB,2016,M02,155.361"
"CUUR0000SETB,2016,M03,171.050"
"CUUR0000SETB,2016,M04,186.428"
"CUUR0000SETB,2016,M05,198.667"
"CUUR0000SETB,2016,M06,207.389"
"CUUR0000SETB,2016,M07,196.053"
"CUUR0000SETB,2016,M08,190.209"
"CUUR0000SETB,2016,M09,194.660"
"CUUR0000SETB,2016,M10,198.212"
"CUUR0000SETB,2016,M11,193.432"
"CUUR0000SETB,2016,M12,196.831"
"CUUS0000SETB,2016,S01,181.879"
"CUUS0000SETB,2016,S02,194.900"
"CUUR0000SETB,2017,M01,207.280"
"CUUR0000SETB,2017,M02,202.912"
"CUUR0000SETB,2017,M03,205.155"
"CUUR0000SETB,2017,M04,213.288"
"CUUR0000SETB,2017,M05,210.313"
"CUUR0000SETB,2017,M06,206.760"
"CUUR0000SETB,2017,M07,202.051"
"CUUR0000SETB,2017,M08,209.881"
"CUUR0000SETB,2017,M09,232.076"
"CUUR0000SETB,2017,M10,219.640"
"CUUR0000SETB,2017,M11,225.322"
"CUUR0000SETB,2017,M12,217.972"
"CUUS0000SETB,2017,S01,207.618"
"CUUS0000SETB,2017,S02,217.824"
"CUUR0000SETB,2018,M01,225.030"
"CUUR0000SETB,2018,M02,228.666"
"CUUR0000SETB,2018,M03,228.068"
"CUUR0000SETB,2018,M04,242.056"
"CUUR0000SETB,2018,M05,256.175"
"CUUR0000SETB,2018,M06,257.041"
"CUUR0000SETB,2018,M07,253.424"
"CUUR0000SETB,2018,M08,252.546"
"CUUR0000SETB,2018,M09,253.432"
"CUUR0000SETB,2018,M10,255.126"
"CUUR0000SETB,2018,M11,236.934"
"CUUR0000SETB,2018,M12,213.838"
"CUUS0000SETB,2018,S01,239.506"
"CUUS0000SETB,2018,S02,244.217"
"CUUR0000SETB,2019,M01,202.818"
"CUUR0000SETB,2019,M02,208.242"
"CUUR0000SETB,2019,M03,226.616"
"CUUR0000SETB,2019,M04,249.550"
"CUUR0000SETB,2019,M05,255.584"
"CUUR0000SETB,2019,M06,243.163"
"CUUR0000SETB,2019,M07,245.042"
"CUUR0000SETB,2019,M08,234.746"
"CUUR0000SETB,2019,M09,232.658"
"CUUR0000SETB,2019,M10,236.346"
"CUUR0000SETB,2019,M11,233.851"
"CUUR0000SETB,2019,M12,230.189"
"CUUS0000SETB,2019,S01,230.996"
"CUUS0000SETB,2019,S02,235.472"
"CUUR0000SETB,2020,M01,228.343"
"CUUR0000SETB,2020,M02,219.677"
"CUUR0000SETB,2020,M03,203.512"
"CUUR0000SETB,2020,M04,170.378"
"CUUR0000SETB,2020,M05,169.882"
"CUUR0000SETB,2020,M06,186.494"
"CUUR0000SETB,2020,M07,195.317"
"CUUR0000SETB,2020,M08,195.352"
"CUUR0000SETB,2020,M09,196.756"
"CUUR0000SETB,2020,M10,193.647"
"CUUR0000SETB,2020,M11,188.544"
"CUUR0000SETB,2020,M12,194.996"
"CUUS0000SETB,2020,S01,196.381"
"CUUS0000SETB,2020,S02,194.102"
"CUUR0000SETB,2021,M01,208.387"
"CUUR0000SETB,2021,M02,222.667"
"CUUR0000SETB,2021,M03,248.681"
"CUUR0000SETB,2021,M04,253.648"
"CUUR0000SETB,2021,M05,264.135"
"CUUR0000SETB,2021,M06,269.983"
"CUUR0000SETB,2021,M07,276.650"
"CUUR0000SETB,2021,M08,278.461"
"CUUR0000SETB,2021,M09,279.367"
"CUUR0000SETB,2021,M10,289.665"
"CUUR0000SETB,2021,M11,297.841"
"CUUR0000SETB,2021,M12,291.510"
"CUUS0000SETB,2021,S01,244.584"
"CUUS0000SETB,2021,S02,285.582"
"CUUR0000SETB,2022,M01,291.767"
"CUUR0000SETB,2022,M02,307.422"
"CUUR0000SETB,2022,M03,368.440"
"CUUR0000SETB,2022,M04,365.314"
