Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,82.66999816894531,83.80000305175781,82.22000122070312,82.9800033569336,76.13438415527344,937200
2019-01-03,82.13999938964844,82.70999908447266,79.81999969482422,79.91999816894531,73.32682037353516,1127400
2019-01-04,80.94000244140625,83.16000366210938,80.91999816894531,82.69000244140625,75.86831665039062,1724700
2019-01-07,82.33999633789062,83.63999938964844,81.58000183105469,83.08999633789062,76.23532104492188,1311600
2019-01-08,83.58000183105469,84.05999755859375,83.01000213623047,83.76000213623047,76.85002899169922,1085800
2019-01-09,84.23999786376953,85.08999633789062,83.52999877929688,84.72000122070312,77.7308349609375,743600
2019-01-10,84.63999938964844,85.5,83.76000213623047,85.44000244140625,78.39144897460938,955400
2019-01-11,84.80000305175781,85.97000122070312,84.3499984741211,85.62999725341797,78.56575775146484,613200
2019-01-14,84.7699966430664,85.98999786376953,84.44000244140625,85.8499984741211,78.76762390136719,784800
2019-01-15,85.7300033569336,86.06999969482422,84.73999786376953,85.2300033569336,78.19876098632812,1037100
2019-01-16,85.37999725341797,85.94999694824219,84.73999786376953,85.0199966430664,78.00609588623047,843300
2019-01-17,84.87999725341797,86.37999725341797,84.6500015258789,86.04000091552734,78.94194793701172,1085000
2019-01-18,87.47000122070312,88.73999786376953,86.87999725341797,88.66999816894531,81.35496520996094,3483300
2019-01-22,88.12999725341797,88.63999938964844,86.3499984741211,86.94999694824219,79.77687072753906,2219900
2019-01-23,87.02999877929688,87.18000030517578,85.66000366210938,86.9800033569336,79.80439758300781,1282600
2019-01-24,87.2300033569336,87.4000015258789,86.2300033569336,86.54000091552734,79.40069580078125,1014000
2019-01-25,87.30999755859375,87.70999908447266,86.72000122070312,87.05000305175781,79.86862182617188,1460900
2019-01-28,87.16999816894531,87.30999755859375,86.01000213623047,86.7699966430664,79.6117172241211,1163900
2019-01-29,86.61000061035156,87.2300033569336,86.20999908447266,86.61000061035156,79.46492767333984,1539000
2019-01-30,87.51000213623047,87.7300033569336,85.0,86.7300033569336,79.57500457763672,4158200
2019-01-31,86.5999984741211,87.4800033569336,85.69000244140625,86.7699966430664,79.6117172241211,1767500
2019-02-01,86.66999816894531,87.94999694824219,86.2300033569336,87.72000122070312,80.48335266113281,1279300
2019-02-04,87.66000366210938,88.62000274658203,86.91000366210938,88.62000274658203,81.30909729003906,1194800
2019-02-05,88.63999938964844,89.7300033569336,88.37000274658203,89.72000122070312,82.31835174560547,1279800
2019-02-06,89.61000061035156,91.19999694824219,89.61000061035156,90.79000091552734,83.3000717163086,1627800
2019-02-07,90.1500015258789,91.11000061035156,89.93000030517578,90.36000061035156,82.90554809570312,1419500
2019-02-08,89.95999908447266,90.48999786376953,88.87999725341797,90.36000061035156,82.90554809570312,836800
2019-02-11,90.20999908447266,91.12000274658203,89.94999694824219,90.08999633789062,82.65782928466797,792800
2019-02-12,90.70999908447266,91.69000244140625,90.44999694824219,91.01000213623047,83.50194549560547,913400
2019-02-13,90.87000274658203,91.08000183105469,89.88999938964844,90.9000015258789,83.40100860595703,758800
2019-02-14,90.41000366210938,91.4800033569336,90.19999694824219,90.69999694824219,83.2175064086914,751500
2019-02-15,91.08999633789062,91.93000030517578,90.16999816894531,91.44999694824219,83.90563201904297,1201800
2019-02-19,91.12999725341797,92.44000244140625,90.94000244140625,91.94999694824219,84.36439514160156,1020400
2019-02-20,91.7300033569336,92.23999786376953,91.37000274658203,92.0199966430664,84.4286117553711,792000
2019-02-21,91.8499984741211,92.48999786376953,91.56999969482422,92.18000030517578,84.57540130615234,1035300
2019-02-22,92.26000213623047,92.5999984741211,91.4000015258789,91.94000244140625,84.355224609375,711600
2019-02-25,92.38999938964844,92.72000122070312,90.95999908447266,91.02999877929688,83.52027893066406,993000
2019-02-26,91.01000213623047,91.58000183105469,90.9000015258789,91.11000061035156,83.59368896484375,1771900
2019-02-27,90.44000244140625,90.91999816894531,89.54000091552734,90.06999969482422,82.63948059082031,960400
2019-02-28,89.51000213623047,90.41999816894531,89.12999725341797,90.37999725341797,83.38680267333984,949300
2019-03-01,91.08000183105469,91.98999786376953,89.76000213623047,90.19999694824219,83.22071838378906,1424000
2019-03-04,90.4000015258789,91.12999725341797,88.52999877929688,88.73999786376953,81.87369537353516,1416400
